timestamp, frame, x, y, z, qx, qy, qz, qw
174385.935178708, 000051, 0.9312433, -0.010202508, 0.023279548, 0.4894411, 0.052268006, -0.8696337, 0.03811495
174385.968523666, 000052, 0.9305886, -0.011106607, 0.030490082, 0.49563012, 0.049936194, -0.8662947, 0.037292507
174386.001868833, 000053, 0.9296088, -0.011386571, 0.038030345, 0.5020473, 0.04667734, -0.8628112, 0.03642177
174386.035212166, 000054, 0.9286134, -0.011162836, 0.045874264, 0.50850016, 0.042785257, -0.8592409, 0.0360851
174386.068561833, 000055, 0.9269716, -0.010530388, 0.053464893, 0.5158834, 0.039757397, -0.8549348, 0.03701796
174386.101902041, 000056, 0.92564046, -0.009471653, 0.061540943, 0.5226415, 0.036306087, -0.8509058, 0.03856251
174386.135245708, 000057, 0.92489016, -0.008370727, 0.06996478, 0.52668196, 0.034608405, -0.84834284, 0.04150751
174386.168591375, 000058, 0.92416126, -0.0073708016, 0.07832241, 0.5298182, 0.032219864, -0.8463612, 0.043903477
174386.201935625, 000059, 0.9237432, -0.006320825, 0.0866285, 0.5343371, 0.03088384, -0.84345204, 0.046030387
174386.235279666, 000060, 0.9236164, -0.005220929, 0.09470554, 0.5399157, 0.030589748, -0.83982897, 0.047354415
174386.268624583, 000061, 0.9241324, -0.0041722357, 0.10243569, 0.54575014, 0.030852998, -0.8360282, 0.047558025
174386.3019695, 000062, 0.92509776, -0.0035136119, 0.11021958, 0.55161357, 0.0311417, -0.83223325, 0.04626547
174386.335313083, 000063, 0.92646587, -0.003033135, 0.117531165, 0.55755585, 0.032254547, -0.8283536, 0.04383293
174386.368658625, 000064, 0.92760444, -0.002587011, 0.12497537, 0.5630415, 0.035555337, -0.82456774, 0.0425248
174386.402002833, 000065, 0.92678803, -0.002739815, 0.1331961, 0.56890345, 0.037405092, -0.8205245, 0.041102722
174386.435346625, 000066, 0.9267869, -0.0022306908, 0.14140871, 0.57714695, 0.039226115, -0.81473374, 0.03964598
174386.468691833, 000067, 0.9264685, -0.0016623754, 0.14990114, 0.5864842, 0.041384418, -0.8080008, 0.038186505
174386.50203575, 000068, 0.9268264, -0.0010710248, 0.15824126, 0.59563667, 0.04270619, -0.80127805, 0.036697518
174386.535379958, 000069, 0.9263699, -0.00061982684, 0.16704105, 0.60489815, 0.044209663, -0.79427946, 0.035550926
174386.56872525, 000070, 0.9256406, -0.0003515184, 0.17611422, 0.6144802, 0.04504218, -0.7868982, 0.034299448
174386.602070083, 000071, 0.92451525, -0.0007940009, 0.18571992, 0.623858, 0.04487323, -0.77955246, 0.032947563
174386.635413375, 000072, 0.9237331, -0.0010801721, 0.19555049, 0.63323706, 0.04343953, -0.7720799, 0.03188166
174386.66875875, 000073, 0.92293054, -0.001547534, 0.20586748, 0.6428818, 0.04208122, -0.76417917, 0.031023376
174386.702103625, 000074, 0.922595, -0.00166177, 0.21693844, 0.65369666, 0.041011427, -0.75504756, 0.030033052
174386.735444375, 000075, 0.9211504, -0.0017648004, 0.22831625, 0.6649975, 0.03978177, -0.7451807, 0.030023443
174386.768791833, 000076, 0.9197684, -0.0014310572, 0.24007002, 0.6757664, 0.03733881, -0.7355349, 0.030562477
174386.802137208, 000077, 0.9195902, -0.00028193742, 0.2521771, 0.6863324, 0.03518039, -0.72573996, 0.031807695
174386.835481166, 000078, 0.9184574, 0.0008760952, 0.2645393, 0.69605684, 0.033538073, -0.7164083, 0.03375096
174386.868826291, 000079, 0.91718215, 0.0023234673, 0.2772756, 0.70497036, 0.029952928, -0.70773625, 0.035057366
174386.902171125, 000080, 0.9160552, 0.002764441, 0.2903501, 0.7141468, 0.026224889, -0.6985645, 0.036252357
174386.935514458, 000081, 0.9151222, 0.0033003204, 0.30351135, 0.7231648, 0.023210838, -0.6892943, 0.036977325
174386.968860166, 000082, 0.91393524, 0.0035030097, 0.31658798, 0.73110443, 0.020825114, -0.6809051, 0.037693825
174387.002204416, 000083, 0.9129816, 0.0034515858, 0.3303989, 0.738105, 0.018059155, -0.67335916, 0.038241435
174387.035548291, 000084, 0.9119369, 0.0029926263, 0.34352484, 0.74512565, 0.015429347, -0.6656379, 0.038416848
174387.068893916, 000085, 0.91080976, 0.002850093, 0.35648233, 0.7514728, 0.014253907, -0.6584318, 0.039408382
174387.102237958, 000086, 0.90945214, 0.002649337, 0.36908945, 0.7572133, 0.013404022, -0.65178317, 0.040337004
174387.135582125, 000087, 0.90751785, 0.0022278186, 0.38124055, 0.762769, 0.01383788, -0.64511436, 0.042654704
174387.168928583, 000088, 0.90621585, 0.002439808, 0.3925908, 0.7671055, 0.013970805, -0.6398136, 0.04463734
174387.2022715, 000089, 0.9045974, 0.0025800709, 0.4039359, 0.771314, 0.014818529, -0.63457936, 0.04651978
174387.235615625, 000090, 0.902397, 0.0025631785, 0.41506267, 0.77630395, 0.01647385, -0.6283084, 0.04805382
174387.268960666, 000091, 0.89964324, 0.0024783239, 0.42567617, 0.7813405, 0.01759989, -0.62198347, 0.048310358
174387.302304916, 000092, 0.8978881, 0.0021327734, 0.43419188, 0.7861052, 0.019077504, -0.61590743, 0.04829746
174387.335648625, 000093, 0.89476293, 0.0018771887, 0.4433939, 0.79104805, 0.021821072, -0.6094369, 0.048512403
174387.368994416, 000094, 0.89214134, 0.001010675, 0.45094374, 0.796612, 0.023897098, -0.60214704, 0.0475086
174387.402337666, 000095, 0.8892782, 2.2388995e-06, 0.45819724, 0.8018047, 0.02496383, -0.59532845, 0.0454974
174387.4356825, 000096, 0.88499236, -0.0007957835, 0.4662485, 0.8072129, 0.026619146, -0.58802205, 0.04391941
174387.469027458, 000097, 0.880543, -0.002331784, 0.47280708, 0.8125074, 0.02679594, -0.58092314, 0.040520903
174387.502372458, 000098, 0.8756748, -0.0041809324, 0.47916177, 0.8163696, 0.026556412, -0.575688, 0.03766588
174387.5357165, 000099, 0.8698951, -0.0057944153, 0.48657426, 0.81940967, 0.02644282, -0.57149214, 0.035571083
174387.569061208, 000100, 0.86425394, -0.0076584276, 0.49324247, 0.8223687, 0.025525132, -0.56740373, 0.033334974
174387.602405791, 000101, 0.85850763, -0.009433545, 0.49988297, 0.8249819, 0.023928778, -0.5637553, 0.031816185
174387.63575025, 000102, 0.85193473, -0.010847263, 0.507424, 0.8280695, 0.022165174, -0.5593352, 0.03088255
174387.669094833, 000103, 0.8464786, -0.012190547, 0.5143644, 0.8313965, 0.020076284, -0.55451244, 0.029878318
174387.702439416, 000104, 0.83979326, -0.012986211, 0.5217746, 0.83546585, 0.018640595, -0.5484311, 0.029540975
174387.735782791, 000105, 0.8322828, -0.0131275635, 0.52947307, 0.8405755, 0.015953792, -0.54068464, 0.02895219
174387.769128291, 000106, 0.8241887, -0.012356712, 0.53665024, 0.8462089, 0.014147802, -0.5317043, 0.031951554
174387.802472875, 000107, 0.81688046, -0.011383234, 0.5448768, 0.851755, 0.011779271, -0.52266264, 0.034616947
174387.835814125, 000108, 0.80957276, -0.00983651, 0.5523142, 0.8563475, 0.011784665, -0.5147162, 0.039965663
174387.869161833, 000109, 0.8035378, -0.00834755, 0.5614538, 0.8602818, 0.010273925, -0.50791615, 0.0427888
174387.90250625, 000110, 0.79791427, -0.006814519, 0.57095087, 0.8645316, 0.00878546, -0.50046927, 0.045149177
174387.93585025, 000111, 0.7923637, -0.005391013, 0.5793678, 0.8691922, 0.006898417, -0.49237677, 0.04497218
174387.969191375, 000112, 0.7888717, -0.0046170894, 0.58807784, 0.8742561, 0.006554964, -0.48332557, 0.0450529
174388.002540333, 000113, 0.7838116, -0.003945291, 0.59572357, 0.87924725, 0.007575101, -0.47419536, 0.044783954
174388.035884125, 000114, 0.77765965, -0.0032749958, 0.60255116, 0.88401115, 0.009252822, -0.4653066, 0.0439147
174388.069229, 000115, 0.7715077, -0.002750272, 0.61052674, 0.88829064, 0.011354773, -0.45706585, 0.043607395
174388.102577958, 000116, 0.7651038, -0.0022456478, 0.61906826, 0.89221156, 0.013634643, -0.4493147, 0.043461893
174388.1359175, 000117, 0.7580483, -0.001489928, 0.6266848, 0.8961376, 0.015290338, -0.44146985, 0.0425212
174388.16926275, 000118, 0.75098187, -0.0006438289, 0.6347742, 0.90045685, 0.015613676, -0.43279734, 0.04025164
174388.202607208, 000119, 0.74372584, 0.00014393032, 0.64326, 0.90556276, 0.0152087165, -0.422299, 0.037259385
174388.235951291, 000120, 0.73573786, 0.00055605546, 0.65164846, 0.91131365, 0.014551556, -0.41004327, 0.034061186
174388.269296166, 000121, 0.7276878, 0.00073772296, 0.6602426, 0.9174254, 0.013373771, -0.3964872, 0.03081682
174388.302640958, 000122, 0.7194086, 0.0004708059, 0.6689516, 0.9231415, 0.012335039, -0.38317692, 0.028863177
174388.335986916, 000123, 0.71032083, -0.00042539835, 0.67732424, 0.92844206, 0.01146509, -0.3701756, 0.028877443
174388.369330041, 000124, 0.7008032, -0.0013138466, 0.685524, 0.93321687, 0.009497204, -0.35794348, 0.029876245
174388.402674125, 000125, 0.6911823, -0.0019944888, 0.6940476, 0.93729866, 0.007053579, -0.346888, 0.03301876
174388.436018458, 000126, 0.6813293, -0.0023966525, 0.70294416, 0.94114727, 0.004162995, -0.3359845, 0.036591448
174388.469363083, 000127, 0.6711472, -0.0020462573, 0.71174484, 0.9449006, 0.0013436836, -0.3248489, 0.0404271
174388.502707791, 000128, 0.6608678, -0.001305923, 0.7208767, 0.9483949, -0.0028548003, -0.31421858, 0.042493667
174388.536052, 000129, 0.6506013, -0.0010036621, 0.73003733, 0.9519881, -0.006485432, -0.30255675, 0.04621776
174388.569396833, 000130, 0.6402133, -0.00074452156, 0.73846215, 0.9556386, -0.009799261, -0.2905861, 0.04710101
174388.602741166, 000131, 0.62998754, -0.0003111884, 0.74645895, 0.9590955, -0.013093793, -0.27893925, 0.04644625
174388.636085583, 000132, 0.6200248, -0.00013338774, 0.75380915, 0.96227556, -0.015278947, -0.26760992, 0.046660177
174388.669430375, 000133, 0.6097424, 1.7359853e-06, 0.7603524, 0.9652438, -0.015806362, -0.25651458, 0.0474851
174388.702774625, 000134, 0.59932065, 1.07697515e-05, 0.7659193, 0.9680985, -0.015393947, -0.24544759, 0.047998134
174388.736119125, 000135, 0.5891666, -0.00054374704, 0.77009076, 0.97099227, -0.015125269, -0.23367044, 0.048408154
174388.769463958, 000136, 0.5791572, -0.0014232211, 0.773951, 0.9738534, -0.015409469, -0.22151893, 0.04797353
174388.802808291, 000137, 0.56932366, -0.0025978684, 0.77732766, 0.9762495, -0.015824467, -0.21088055, 0.04707257
174388.836152291, 000138, 0.5594867, -0.0040018745, 0.7792303, 0.978114, -0.015077529, -0.20216964, 0.046831086
174388.869496916, 000139, 0.55159694, -0.0060117077, 0.77952814, 0.97972906, -0.012232052, -0.19420241, 0.047610473
174388.90284125, 000140, 0.5442308, -0.007905183, 0.7790225, 0.98113936, -0.00941467, -0.18716204, 0.04740503
174388.936186083, 000141, 0.5346526, -0.0092875585, 0.7785843, 0.9826481, -0.0068353685, -0.17946906, 0.046334386
174388.969531291, 000142, 0.5272769, -0.010888677, 0.77605224, 0.9842115, -0.005454575, -0.17134452, 0.044033743
174389.00287575, 000143, 0.5203731, -0.012658652, 0.7725245, 0.98577344, -0.0045354865, -0.16274971, 0.04174487
174389.036219625, 000144, 0.5107698, -0.014124464, 0.77023506, 0.98716813, -0.0039352323, -0.15490387, 0.038578834
174389.069564875, 000145, 0.502941, -0.01587793, 0.7662477, 0.9884331, -0.0038346557, -0.14724536, 0.03611259
174389.10290925, 000146, 0.4954063, -0.017640611, 0.76150006, 0.9896518, -0.0048178122, -0.13947132, 0.03337549
174389.136253041, 000147, 0.48548663, -0.019005386, 0.75764567, 0.9907883, -0.006523881, -0.13187641, 0.030075254
174389.169598083, 000148, 0.47661692, -0.019846462, 0.7527419, 0.99185324, -0.008679003, -0.124133736, 0.027250893
174389.202942791, 000149, 0.46779248, -0.020183459, 0.74692386, 0.9928842, -0.010761163, -0.115588546, 0.026540427
174389.236286875, 000150, 0.45737028, -0.019682163, 0.74055195, 0.99385816, -0.012967054, -0.106354825, 0.027685875
174389.269631958, 000151, 0.44656053, -0.018648151, 0.7343656, 0.9950053, -0.015529975, -0.09475853, 0.027278993
174389.302976333, 000152, 0.43552926, -0.017356712, 0.7295127, 0.9958458, -0.017868962, -0.08481662, 0.02789159
174389.336320041, 000153, 0.42446795, -0.015991287, 0.7252172, 0.99664116, -0.019317647, -0.07478766, 0.027203592
174389.369665208, 000154, 0.41425306, -0.014258843, 0.7201132, 0.99738085, -0.020256884, -0.06429887, 0.026205128
174389.403009458, 000155, 0.404546, -0.012663063, 0.71489495, 0.9979046, -0.020835213, -0.054835044, 0.02730296
174389.436353541, 000156, 0.39467967, -0.0117151495, 0.7100506, 0.9982727, -0.020454366, -0.04703267, 0.028656002
174389.46969875, 000157, 0.38605115, -0.0101339035, 0.7030215, 0.99854666, -0.0192381, -0.040306527, 0.030162634
174389.503043708, 000158, 0.37714225, -0.008906929, 0.69711536, 0.9987372, -0.017882554, -0.033986513, 0.032390457
174389.536387208, 000159, 0.36793634, -0.007856289, 0.6916882, 0.998971, -0.016646013, -0.027144877, 0.032296885
174389.569732583, 000160, 0.36021554, -0.0066629816, 0.68519616, 0.99920064, -0.015140592, -0.019057028, 0.03171218
174389.603077083, 000161, 0.35252053, -0.005420612, 0.678609, 0.99937344, -0.013998146, -0.011084971, 0.030560937
174389.636421083, 000162, 0.34350404, -0.004266005, 0.67252195, 0.99955493, -0.013347745, -0.0026178183, 0.026549159
174389.6697665, 000163, 0.33634952, -0.0036509112, 0.6653364, 0.9996149, -0.011667036, 0.0066516153, 0.024285447
174389.703110541, 000164, 0.32790205, -0.003716793, 0.6586025, 0.99959165, -0.009413546, 0.014806747, 0.022553815
174389.736454708, 000165, 0.31833768, -0.0044047236, 0.65208995, 0.9995369, -0.0080067925, 0.02168179, 0.019794604
174389.769799833, 000166, 0.30994913, -0.005693933, 0.64516, 0.9993944, -0.007570424, 0.02870071, 0.0181605
174389.80314425, 000167, 0.3008876, -0.00726893, 0.6378997, 0.99910724, -0.007445265, 0.03757465, 0.01781708
174389.836488208, 000168, 0.2895903, -0.008737342, 0.6304517, 0.9987054, -0.007900202, 0.047648966, 0.015959546
174389.869833291, 000169, 0.27849817, -0.010236574, 0.62302506, 0.99811214, -0.009104372, 0.05889037, 0.014873429
174389.903177916, 000170, 0.26676938, -0.011629872, 0.61533135, 0.9973305, -0.010635077, 0.07053163, 0.015621544
174389.93652175, 000171, 0.25359684, -0.012808388, 0.6069484, 0.9964837, -0.012871055, 0.081104495, 0.016634433
174389.96986675, 000172, 0.24038671, -0.013812397, 0.59847873, 0.9955983, -0.0150291715, 0.09069932, 0.018213732
174390.003212916, 000173, 0.2269781, -0.014491973, 0.59030026, 0.9944614, -0.016337927, 0.10221527, 0.018211609
174390.036555083, 000174, 0.21302702, -0.014829271, 0.58264524, 0.99312073, -0.01770619, 0.114333615, 0.018041003
174390.0699005, 000175, 0.19920394, -0.015070565, 0.5761712, 0.9917867, -0.01902212, 0.12529556, 0.01727131
174390.103245083, 000176, 0.1857455, -0.015059635, 0.5700755, 0.9905288, -0.01973434, 0.1348926, 0.01634398
174390.136588958, 000177, 0.17287737, -0.014406035, 0.56366295, 0.9892715, -0.020016424, 0.14380515, 0.01616238
174390.169934, 000178, 0.16033359, -0.013829412, 0.55751145, 0.9879882, -0.020586768, 0.1523143, 0.015998725
174390.20327875, 000179, 0.14765695, -0.013405455, 0.5519805, 0.9868887, -0.02123394, 0.15931459, 0.014785194
174390.236622333, 000180, 0.13503784, -0.012933582, 0.5465, 0.9859064, -0.02174711, 0.1652421, 0.014511117
174390.269967708, 000181, 0.12443405, -0.012305316, 0.54139686, 0.9849091, -0.022642566, 0.17085229, 0.015839586
174390.303312291, 000182, 0.11308674, -0.011487391, 0.53574586, 0.9837228, -0.023784347, 0.17736909, 0.01624759
174390.336655708, 000183, 0.10125685, -0.010548083, 0.5297509, 0.9824597, -0.025289094, 0.18391193, 0.017601639
174390.37000075, 000184, 0.091417834, -0.009427505, 0.52476877, 0.9813139, -0.027053628, 0.1896057, 0.018462224
174390.403347041, 000185, 0.081864946, -0.008420238, 0.5199307, 0.9799658, -0.028403891, 0.19616014, 0.019530082
174390.436689041, 000186, 0.071097285, -0.0076122023, 0.5142444, 0.9784886, -0.028982546, 0.20327303, 0.020003418
174390.470034958, 000187, 0.061650712, -0.006683808, 0.50907123, 0.9769335, -0.02967008, 0.21037789, 0.021489685
174390.503379208, 000188, 0.052872214, -0.005830832, 0.50371057, 0.97537297, -0.03046474, 0.21724726, 0.0228702
174390.536722833, 000189, 0.043985024, -0.0051727947, 0.497273, 0.9738718, -0.03125647, 0.22366616, 0.02387681
174390.570068, 000190, 0.036603276, -0.004342111, 0.49108627, 0.9724857, -0.03194544, 0.22936232, 0.025376864
174390.603412625, 000191, 0.029677777, -0.0037177727, 0.48480287, 0.97124183, -0.03163761, 0.2344887, 0.026521295
174390.636755916, 000192, 0.02229087, -0.0037080944, 0.47757718, 0.96982837, -0.030326515, 0.24016635, 0.02886772
174390.670101291, 000193, 0.015513884, -0.003962612, 0.47054508, 0.9680206, -0.028590221, 0.24727316, 0.031218888
174390.703445833, 000194, 0.009015615, -0.004523065, 0.4633991, 0.96597904, -0.02672679, 0.25532395, 0.031302165
174390.736790583, 000195, 0.002630755, -0.005568454, 0.45549774, 0.9637803, -0.025080724, 0.26381227, 0.030027326
174390.770135583, 000196, -0.0037999877, -0.0071599297, 0.44782248, 0.96148914, -0.02373754, 0.2723054, 0.028720632
174390.803481666, 000197, -0.009943789, -0.009051364, 0.43997386, 0.95943475, -0.022338107, 0.2797366, 0.027081013
174390.8368215, 000198, -0.015302587, -0.010913614, 0.4310215, 0.957053, -0.020759696, 0.28810728, 0.024754658
174390.870168833, 000199, -0.020646248, -0.012750648, 0.42145976, 0.9544703, -0.020059654, 0.29682344, 0.021908239
174390.903513, 000200, -0.02620273, -0.014166839, 0.4118718, 0.95179904, -0.019980798, 0.30558693, 0.017203562
174390.936854583, 000201, -0.031084692, -0.014398202, 0.40176743, 0.9486362, -0.022089476, 0.31517097, 0.01639217
174390.970202083, 000202, -0.036862914, -0.0132049825, 0.39062062, 0.94508547, -0.025479887, 0.325447, 0.015762491
174391.003547, 000203, -0.042987004, -0.011043193, 0.37964886, 0.941474, -0.030163655, 0.33522627, 0.018445354
174391.0368875, 000204, -0.047689933, -0.008316804, 0.36931315, 0.9374998, -0.03421765, 0.3456175, 0.021719975
174391.070236375, 000205, -0.054082636, -0.004999183, 0.35915703, 0.9331254, -0.0377841, 0.3567703, 0.023754876
174391.103580125, 000206, -0.061001845, -0.0018549915, 0.3495514, 0.92916566, -0.040323645, 0.36669815, 0.023613313
174391.136924541, 000207, -0.0664133, 0.00033877423, 0.3403941, 0.9256017, -0.041557517, 0.37546986, 0.023597648
174391.170269541, 000208, -0.07220455, 0.0018018205, 0.33053994, 0.9218481, -0.04069798, 0.38458696, 0.02515134
174391.203614375, 000209, -0.07695179, 0.0024584755, 0.32079673, 0.9174972, -0.038947165, 0.39480275, 0.028509457
174391.236957541, 000210, -0.08086998, 0.0028445423, 0.311213, 0.91215897, -0.03648732, 0.4070908, 0.030195445
174391.270303166, 000211, -0.08452084, 0.0033234693, 0.30137205, 0.9066068, -0.03390277, 0.41946912, 0.030989962
174391.303647291, 000212, -0.087849796, 0.0038517676, 0.2913501, 0.9015029, -0.03169832, 0.43041843, 0.03205784
174391.336991916, 000213, -0.09058055, 0.004360404, 0.28122085, 0.89658684, -0.030104615, 0.440552, 0.033759937
174391.370336208, 000214, -0.093771234, 0.004931668, 0.27049965, 0.89182687, -0.028177049, 0.4503219, 0.03257359
174391.403680791, 000215, -0.09696758, 0.0054113455, 0.2590795, 0.8862396, -0.026471075, 0.46135992, 0.03202499
174391.437024833, 000216, -0.09951051, 0.0058380347, 0.24709296, 0.8804508, -0.02451681, 0.47256806, 0.029745316
174391.470370333, 000217, -0.10206256, 0.005864069, 0.23429191, 0.8741894, -0.022759724, 0.48432156, 0.026598614
174391.503714333, 000218, -0.10428531, 0.0054849703, 0.22045305, 0.86779374, -0.021973142, 0.4958275, 0.024622269
174391.537058416, 000219, -0.10602452, 0.0048427507, 0.20569137, 0.86136585, -0.021681475, 0.5070224, 0.022520097
174391.5704035, 000220, -0.107633434, 0.0038650818, 0.19069178, 0.854055, -0.022247372, 0.51930124, 0.02052993
174391.603747833, 000221, -0.1086623, 0.002820976, 0.17528991, 0.8463926, -0.024193125, 0.5316818, 0.018678911
174391.637091458, 000222, -0.10913819, 0.0020902902, 0.1592616, 0.8390058, -0.027043195, 0.54318196, 0.017066209
174391.670439291, 000223, -0.11108335, 0.0016576983, 0.14290307, 0.8319813, -0.03020723, 0.55377495, 0.01509555
174391.703780958, 000224, -0.113751195, 0.001454279, 0.12648734, 0.82531834, -0.033265784, 0.5635438, 0.012704091
174391.737125375, 000225, -0.11489024, 0.0013816915, 0.11045563, 0.8180172, -0.0356963, 0.5739746, 0.011260647
174391.770470833, 000226, -0.11668278, 0.0016609468, 0.09501132, 0.8102653, -0.0367086, 0.58483464, 0.009541919
174391.803815625, 000227, -0.11793308, 0.0020483155, 0.08013755, 0.802872, -0.038024984, 0.5948634, 0.009387734
174391.837159208, 000228, -0.118773356, 0.002492994, 0.06588285, 0.7962888, -0.038961943, 0.6035874, 0.009404145
174391.870504041, 000229, -0.119734935, 0.002959039, 0.051969398, 0.79020184, -0.040076796, 0.61145836, 0.009677058
174391.903848416, 000230, -0.12039358, 0.0033081695, 0.038537424, 0.78433895, -0.040715832, 0.61891043, 0.010220342
